Number of Queens: 9
Solution 230: (6, 1), (4, 2), (7, 3), (1, 4), (8, 5), (2, 6), (5, 7), (3, 8), (9, 9)
Solution 231: (6, 1), (4, 2), (7, 3), (1, 4), (8, 5), (5, 6), (2, 7), (9, 8), (3, 9)
Solution 232: (6, 1), (4, 2), (9, 3), (1, 4), (3, 5), (7, 6), (2, 7), (8, 8), (5, 9)
Solution 233: (6, 1), (4, 2), (9, 3), (1, 4), (5, 5), (2, 6), (8, 7), (3, 8), (7, 9)
Solution 234: (6, 1), (4, 2), (9, 3), (5, 4), (8, 5), (2, 6), (7, 7), (3, 8), (1, 9)
Solution 235: (6, 1), (8, 2), (1, 3), (5, 4), (9, 5), (2, 6), (4, 7), (7, 8), (3, 9)
Solution 236: (6, 1), (8, 2), (1, 3), (7, 4), (4, 5), (2, 6), (9, 7), (5, 8), (3, 9)
Solution 237: (6, 1), (8, 2), (2, 3), (7, 4), (1, 5), (3, 6), (5, 7), (9, 8), (4, 9)
Solution 238: (6, 1), (8, 2), (3, 3), (1, 4), (9, 5), (2, 6), (5, 7), (7, 8), (4, 9)
Solution 239: (6, 1), (8, 2), (3, 3), (1, 4), (9, 5), (5, 6), (2, 7), (4, 8), (7, 9)
Solution 240: (6, 1), (8, 2), (3, 3), (7, 4), (9, 5), (2, 6), (5, 7), (1, 8), (4, 9)
Solution 241: (6, 1), (8, 2), (5, 3), (2, 4), (9, 5), (7, 6), (4, 7), (1, 8), (3, 9)
Solution 242: (6, 1), (9, 2), (1, 3), (4, 4), (7, 5), (3, 6), (8, 7), (2, 8), (5, 9)
Solution 243: (6, 1), (9, 2), (3, 3), (1, 4), (8, 5), (4, 6), (2, 7), (7, 8), (5, 9)
Solution 244: (6, 1), (9, 2), (5, 3), (1, 4), (8, 5), (4, 6), (2, 7), (7, 8), (3, 9)
Solution 245: (6, 1), (9, 2), (5, 3), (2, 4), (8, 5), (3, 6), (7, 7), (4, 8), (1, 9)
Solution 246: (6, 1), (9, 2), (5, 3), (8, 4), (1, 5), (3, 6), (7, 7), (2, 8), (4, 9)
Solution 247: (6, 1), (9, 2), (7, 3), (4, 4), (1, 5), (8, 6), (2, 7), (5, 8), (3, 9)
Solution 248: (7, 1), (1, 2), (4, 3), (2, 4), (8, 5), (6, 6), (9, 7), (3, 8), (5, 9)
Solution 249: (7, 1), (1, 2), (4, 3), (6, 4), (9, 5), (3, 6), (5, 7), (8, 8), (2, 9)
Solution 250: (7, 1), (1, 2), (4, 3), (8, 4), (5, 5), (3, 6), (9, 7), (6, 8), (2, 9)
Solution 251: (7, 1), (1, 2), (6, 3), (2, 4), (5, 5), (8, 6), (4, 7), (9, 8), (3, 9)
Solution 252: (7, 1), (1, 2), (6, 3), (8, 4), (2, 5), (4, 6), (9, 7), (3, 8), (5, 9)
Solution 253: (7, 1), (1, 2), (6, 3), (9, 4), (2, 5), (4, 6), (8, 7), (3, 8), (5, 9)
Solution 254: (7, 1), (1, 2), (8, 3), (5, 4), (2, 5), (9, 6), (3, 7), (6, 8), (4, 9)
Solution 255: (7, 1), (2, 2), (4, 3), (1, 4), (8, 5), (5, 6), (9, 7), (6, 8), (3, 9)
Solution 256: (7, 1), (2, 2), (4, 3), (6, 4), (1, 5), (9, 6), (5, 7), (3, 8), (8, 9)
Solution 257: (7, 1), (2, 2), (4, 3), (9, 4), (1, 5), (8, 6), (5, 7), (3, 8), (6, 9)
Solution 258: (7, 1), (2, 2), (6, 3), (3, 4), (1, 5), (8, 6), (5, 7), (9, 8), (4, 9)
Solution 259: (7, 1), (2, 2), (8, 3), (6, 4), (1, 5), (3, 6), (5, 7), (9, 8), (4, 9)
Solution 260: (7, 1), (3, 2), (1, 3), (6, 4), (8, 5), (5, 6), (2, 7), (4, 8), (9, 9)
Solution 261: (7, 1), (3, 2), (1, 3), (9, 4), (5, 5), (8, 6), (2, 7), (4, 8), (6, 9)
Solution 262: (7, 1), (3, 2), (6, 3), (2, 4), (5, 5), (1, 6), (9, 7), (4, 8), (8, 9)
Solution 263: (7, 1), (3, 2), (6, 3), (8, 4), (1, 5), (4, 6), (9, 7), (5, 8), (2, 9)
Solution 264: (7, 1), (3, 2), (6, 3), (8, 4), (1, 5), (5, 6), (9, 7), (2, 8), (4, 9)
Solution 265: (7, 1), (3, 2), (8, 3), (2, 4), (4, 5), (6, 6), (9, 7), (5, 8), (1, 9)
Solution 266: (7, 1), (3, 2), (8, 3), (2, 4), (5, 5), (1, 6), (9, 7), (4, 8), (6, 9)
Solution 267: (7, 1), (3, 2), (8, 3), (6, 4), (2, 5), (9, 6), (5, 7), (1, 8), (4, 9)
Solution 268: (7, 1), (4, 2), (1, 3), (3, 4), (6, 5), (9, 6), (2, 7), (8, 8), (5, 9)
Solution 269: (7, 1), (4, 2), (1, 3), (3, 4), (8, 5), (6, 6), (2, 7), (9, 8), (5, 9)
Solution 270: (7, 1), (4, 2), (1, 3), (3, 4), (9, 5), (6, 6), (8, 7), (5, 8), (2, 9)
Solution 271: (7, 1), (4, 2), (1, 3), (5, 4), (2, 5), (9, 6), (6, 7), (8, 8), (3, 9)
Solution 272: (7, 1), (4, 2), (1, 3), (8, 4), (2, 5), (9, 6), (6, 7), (3, 8), (5, 9)
Solution 273: (7, 1), (4, 2), (1, 3), (8, 4), (5, 5), (3, 6), (6, 7), (9, 8), (2, 9)
Solution 274: (7, 1), (4, 2), (1, 3), (9, 4), (2, 5), (6, 6), (8, 7), (3, 8), (5, 9)
Solution 275: (7, 1), (4, 2), (2, 3), (5, 4), (8, 5), (1, 6), (3, 7), (6, 8), (9, 9)
Solution 276: (7, 1), (4, 2), (2, 3), (5, 4), (9, 5), (1, 6), (3, 7), (8, 8), (6, 9)
Solution 277: (7, 1), (4, 2), (2, 3), (8, 4), (6, 5), (1, 6), (3, 7), (5, 8), (9, 9)
Solution 278: (7, 1), (4, 2), (2, 3), (9, 4), (5, 5), (1, 6), (8, 7), (6, 8), (3, 9)
Solution 279: (7, 1), (4, 2), (2, 3), (9, 4), (6, 5), (3, 6), (5, 7), (8, 8), (1, 9)
Solution 280: (7, 1), (4, 2), (8, 3), (1, 4), (5, 5), (9, 6), (2, 7), (6, 8), (3, 9)
Solution 281: (7, 1), (4, 2), (8, 3), (3, 4), (9, 5), (6, 6), (2, 7), (5, 8), (1, 9)
Solution 282: (7, 1), (5, 2), (1, 3), (6, 4), (9, 5), (3, 6), (8, 7), (4, 8), (2, 9)
Solution 283: (7, 1), (5, 2), (1, 3), (8, 4), (6, 5), (3, 6), (9, 7), (2, 8), (4, 9)
Solution 284: (7, 1), (5, 2), (2, 3), (8, 4), (1, 5), (3, 6), (9, 7), (6, 8), (4, 9)
Solution 285: (7, 1), (5, 2), (2, 3), (8, 4), (1, 5), (4, 6), (9, 7), (3, 8), (6, 9)
Solution 286: (7, 1), (5, 2), (3, 3), (9, 4), (6, 5), (8, 6), (2, 7), (4, 8), (1, 9)
Solution 287: (7, 1), (5, 2), (8, 3), (2, 4), (9, 5), (3, 6), (6, 7), (4, 8), (1, 9)
Solution 288: (7, 1), (5, 2), (8, 3), (2, 4), (9, 5), (6, 6), (3, 7), (1, 8), (4, 9)
Solution 289: (7, 1), (9, 2), (1, 3), (3, 4), (5, 5), (8, 6), (2, 7), (4, 8), (6, 9)
Solution 290: (7, 1), (9, 2), (2, 3), (6, 4), (1, 5), (3, 6), (5, 7), (8, 8), (4, 9)
Solution 291: (7, 1), (9, 2), (3, 3), (5, 4), (2, 5), (8, 6), (6, 7), (4, 8), (1, 9)
Solution 292: (7, 1), (9, 2), (3, 3), (8, 4), (2, 5), (4, 6), (6, 7), (1, 8), (5, 9)
Solution 293: (7, 1), (9, 2), (4, 3), (2, 4), (5, 5), (8, 6), (6, 7), (1, 8), (3, 9)
Solution 294: (7, 1), (9, 2), (6, 3), (3, 4), (1, 5), (8, 6), (5, 7), (2, 8), (4, 9)
Solution 295: (8, 1), (1, 2), (4, 3), (6, 4), (3, 5), (9, 6), (7, 7), (5, 8), (2, 9)
Solution 296: (8, 1), (1, 2), (4, 3), (7, 4), (3, 5), (6, 6), (9, 7), (2, 8), (5, 9)
Solution 297: (8, 1), (1, 2), (4, 3), (7, 4), (5, 5), (2, 6), (9, 7), (6, 8), (3, 9)
Solution 298: (8, 1), (1, 2), (5, 3), (7, 4), (2, 5), (6, 6), (3, 7), (9, 8), (4, 9)
Solution 299: (8, 1), (2, 2), (4, 3), (1, 4), (7, 5), (9, 6), (6, 7), (3, 8), (5, 9)
Solution 300: (8, 1), (2, 2), (5, 3), (7, 4), (1, 5), (4, 6), (6, 7), (9, 8), (3, 9)
Solution 301: (8, 1), (2, 2), (9, 3), (6, 4), (3, 5), (1, 6), (4, 7), (7, 8), (5, 9)
Solution 302: (8, 1), (3, 2), (1, 3), (4, 4), (7, 5), (9, 6), (6, 7), (2, 8), (5, 9)
Solution 303: (8, 1), (3, 2), (5, 3), (2, 4), (9, 5), (6, 6), (4, 7), (7, 8), (1, 9)
Solution 304: (8, 1), (3, 2), (5, 3), (9, 4), (1, 5), (6, 6), (4, 7), (2, 8), (7, 9)
Solution 305: (8, 1), (4, 2), (1, 3), (7, 4), (5, 5), (2, 6), (6, 7), (9, 8), (3, 9)
Solution 306: (8, 1), (4, 2), (7, 3), (9, 4), (2, 5), (6, 6), (1, 7), (3, 8), (5, 9)
Solution 307: (8, 1), (4, 2), (9, 3), (1, 4), (5, 5), (2, 6), (6, 7), (3, 8), (7, 9)
Solution 308: (8, 1), (4, 2), (9, 3), (3, 4), (5, 5), (7, 6), (1, 7), (6, 8), (2, 9)
Solution 309: (8, 1), (4, 2), (9, 3), (3, 4), (6, 5), (2, 6), (7, 7), (5, 8), (1, 9)
Solution 310: (8, 1), (4, 2), (9, 3), (7, 4), (3, 5), (1, 6), (6, 7), (2, 8), (5, 9)
Solution 311: (8, 1), (5, 2), (1, 3), (6, 4), (9, 5), (2, 6), (4, 7), (7, 8), (3, 9)
Solution 312: (8, 1), (5, 2), (2, 3), (4, 4), (1, 5), (7, 6), (9, 7), (3, 8), (6, 9)
Solution 313: (8, 1), (5, 2), (2, 3), (4, 4), (1, 5), (7, 6), (9, 7), (6, 8), (3, 9)
Solution 314: (8, 1), (5, 2), (2, 3), (9, 4), (1, 5), (4, 6), (7, 7), (3, 8), (6, 9)
Solution 315: (8, 1), (5, 2), (2, 3), (9, 4), (7, 5), (4, 6), (1, 7), (3, 8), (6, 9)
Solution 316: (8, 1), (5, 2), (3, 3), (1, 4), (6, 5), (2, 6), (9, 7), (7, 8), (4, 9)
Solution 317: (8, 1), (5, 2), (3, 3), (1, 4), (7, 5), (4, 6), (6, 7), (9, 8), (2, 9)
Solution 318: (8, 1), (5, 2), (3, 3), (6, 4), (9, 5), (7, 6), (1, 7), (4, 8), (2, 9)
Solution 319: (8, 1), (5, 2), (3, 3), (9, 4), (7, 5), (2, 6), (4, 7), (6, 8), (1, 9)
Solution 320: (8, 1), (6, 2), (1, 3), (3, 4), (5, 5), (7, 6), (9, 7), (4, 8), (2, 9)
Solution 321: (8, 1), (6, 2), (1, 3), (3, 4), (7, 5), (9, 6), (4, 7), (2, 8), (5, 9)
Solution 322: (8, 1), (6, 2), (2, 3), (7, 4), (1, 5), (4, 6), (9, 7), (5, 8), (3, 9)
Solution 323: (8, 1), (6, 2), (3, 3), (9, 4), (7, 5), (1, 6), (4, 7), (2, 8), (5, 9)
Solution 324: (8, 1), (6, 2), (9, 3), (3, 4), (1, 5), (4, 6), (7, 7), (5, 8), (2, 9)
Solution 325: (9, 1), (2, 2), (5, 3), (7, 4), (1, 5), (3, 6), (8, 7), (6, 8), (4, 9)
Solution 326: (9, 1), (2, 2), (5, 3), (7, 4), (4, 5), (1, 6), (8, 7), (6, 8), (3, 9)
Solution 327: (9, 1), (2, 2), (6, 3), (8, 4), (3, 5), (1, 6), (4, 7), (7, 8), (5, 9)
Solution 328: (9, 1), (3, 2), (5, 3), (2, 4), (8, 5), (1, 6), (7, 7), (4, 8), (6, 9)
Solution 329: (9, 1), (3, 2), (6, 3), (2, 4), (7, 5), (1, 6), (4, 7), (8, 8), (5, 9)
Solution 330: (9, 1), (3, 2), (6, 3), (2, 4), (7, 5), (5, 6), (1, 7), (8, 8), (4, 9)
Solution 331: (9, 1), (3, 2), (6, 3), (4, 4), (1, 5), (8, 6), (5, 7), (7, 8), (2, 9)
Solution 332: (9, 1), (4, 2), (1, 3), (5, 4), (8, 5), (2, 6), (7, 7), (3, 8), (6, 9)
Solution 333: (9, 1), (4, 2), (2, 3), (5, 4), (8, 5), (6, 6), (1, 7), (3, 8), (7, 9)
Solution 334: (9, 1), (4, 2), (2, 3), (7, 4), (3, 5), (6, 6), (8, 7), (1, 8), (5, 9)
Solution 335: (9, 1), (4, 2), (6, 3), (8, 4), (2, 5), (7, 6), (1, 7), (3, 8), (5, 9)
Solution 336: (9, 1), (4, 2), (6, 3), (8, 4), (3, 5), (1, 6), (7, 7), (5, 8), (2, 9)
Solution 337: (9, 1), (4, 2), (8, 3), (1, 4), (3, 5), (6, 6), (2, 7), (7, 8), (5, 9)
Solution 338: (9, 1), (5, 2), (1, 3), (4, 4), (6, 5), (8, 6), (2, 7), (7, 8), (3, 9)
Solution 339: (9, 1), (5, 2), (1, 3), (8, 4), (4, 5), (2, 6), (7, 7), (3, 8), (6, 9)
Solution 340: (9, 1), (5, 2), (3, 3), (1, 4), (6, 5), (8, 6), (2, 7), (4, 8), (7, 9)
Solution 341: (9, 1), (5, 2), (3, 3), (1, 4), (7, 5), (2, 6), (8, 7), (6, 8), (4, 9)
Solution 342: (9, 1), (5, 2), (3, 3), (8, 4), (4, 5), (7, 6), (1, 7), (6, 8), (2, 9)
Solution 343: (9, 1), (5, 2), (8, 3), (4, 4), (1, 5), (7, 6), (2, 7), (6, 8), (3, 9)
Solution 344: (9, 1), (6, 2), (2, 3), (7, 4), (1, 5), (3, 6), (5, 7), (8, 8), (4, 9)
Solution 345: (9, 1), (6, 2), (3, 3), (1, 4), (8, 5), (5, 6), (2, 7), (4, 8), (7, 9)
Solution 346: (9, 1), (6, 2), (3, 3), (7, 4), (2, 5), (8, 6), (5, 7), (1, 8), (4, 9)
Solution 347: (9, 1), (6, 2), (4, 3), (2, 4), (8, 5), (5, 6), (7, 7), (1, 8), (3, 9)
Solution 348: (9, 1), (6, 2), (4, 3), (7, 4), (1, 5), (8, 6), (2, 7), (5, 8), (3, 9)
Solution 349: (9, 1), (6, 2), (8, 3), (2, 4), (4, 5), (1, 6), (7, 7), (5, 8), (3, 9)
Solution 350: (9, 1), (7, 2), (2, 3), (4, 4), (1, 5), (8, 6), (5, 7), (3, 8), (6, 9)
Solution 351: (9, 1), (7, 2), (3, 3), (8, 4), (2, 5), (5, 6), (1, 7), (6, 8), (4, 9)
Solution 352: (9, 1), (7, 2), (4, 3), (2, 4), (8, 5), (6, 6), (1, 7), (3, 8), (5, 9)
Total number of solutions: 352
